"Demographics","Subgroup","Total Cases","Year","Whites","Blacks","Chicanos/Hispanics","Asian-Americans"
"knowledge","Less knowledgeable","701","1988","73.5","62.1","56.7","NA"
"knowledge","Less knowledgeable","967","1990","NA","69","NA","NA"
"knowledge","Less knowledgeable","897","1992","71.8","66.6","60.5","57.8"
"knowledge","Less knowledgeable","450","1994","72.6","63","58.4","NA"
"knowledge","Less knowledgeable","376","1996","72.8","69.2","63.7","NA"
"knowledge","Less knowledgeable","405","1998","71.8","70.4","NA","NA"
"knowledge","Less knowledgeable","673","2000","73.4","66","62.8","62.3"
"knowledge","Less knowledgeable","881","2002","68.5","66.6","63.2","62.6"
"knowledge","Less knowledgeable","465","2004","73.1","70.8","64.4","65.2"
"knowledge","Less knowledgeable","1296","2008","73","68.5","64.4","63.6"
"knowledge","Less knowledgeable","299","2012","72.1","66.1","64.2","62.7"
"knowledge","Less knowledgeable","910","2016","70.1","67","65","64.9"
"knowledge","Less knowledgeable","2196","2020","67.8","73.1","71.4","68.9"
"knowledge","Less knowledgeable","1566","2024","67.5","69.5","68.3","68.4"
"knowledge","More knowledgeable","911","1964","85.4","64.3","NA","NA"
"knowledge","More knowledgeable","883","1966","84.1","64","NA","NA"
"knowledge","More knowledgeable","916","1968","81.6","66","NA","NA"
"knowledge","More knowledgeable","733","1970","77","62.1","NA","NA"
"knowledge","More knowledgeable","693","1972","77.2","64.9","NA","NA"
"knowledge","More knowledgeable","1157","1976","72.7","60.3","55.7","NA"
"knowledge","More knowledgeable","986","1980","75.8","62.9","57.7","NA"
"knowledge","More knowledgeable","412","1982","70.6","61.7","NA","NA"
"knowledge","More knowledgeable","1063","1984","74.2","65.2","61.1","NA"
"knowledge","More knowledgeable","693","1986","NA","65.5","NA","NA"
"knowledge","More knowledgeable","1033","1988","72.9","61.4","57.2","NA"
"knowledge","More knowledgeable","931","1990","NA","69.9","NA","NA"
"knowledge","More knowledgeable","1315","1992","70.9","64.4","61.4","60.6"
"knowledge","More knowledgeable","1278","1994","71.5","63.2","62","NA"
"knowledge","More knowledgeable","1128","1996","70.9","64.9","63.8","NA"
"knowledge","More knowledgeable","823","1998","70.4","68.5","NA","NA"
"knowledge","More knowledgeable","819","2000","73","68.1","64.9","66.6"
"knowledge","More knowledgeable","406","2002","66.2","65.2","62.6","63.5"
"knowledge","More knowledgeable","589","2004","73.9","73.5","70.5","69.3"
"knowledge","More knowledgeable","770","2008","73","69.1","66.5","67.1"
"knowledge","More knowledgeable","916","2012","72.4","66.9","66.1","66.4"
"knowledge","More knowledgeable","2574","2016","71.9","69.9","69.4","70"
"knowledge","More knowledgeable","4943","2020","69.8","71.9","72.3","71.5"
"knowledge","More knowledgeable","2968","2024","68.9","71.6","71.1","70.7"
"pid and gender","Male Democrats","414","1964","85.2","63.3","NA","NA"
"pid and gender","Male Democrats","305","1966","83.8","62.8","NA","NA"
"pid and gender","Male Democrats","354","1968","81","64.5","NA","NA"
"pid and gender","Male Democrats","342","1970","77.7","60.5","NA","NA"
"pid and gender","Male Democrats","435","1972","76.7","65","NA","NA"
"pid and gender","Male Democrats","319","1974","78.5","64.5","NA","NA"
"pid and gender","Male Democrats","364","1976","71.5","60.2","56.4","NA"
"pid and gender","Male Democrats","287","1980","76.5","66.7","59.1","NA"
"pid and gender","Male Democrats","299","1982","71.3","61.3","NA","NA"
"pid and gender","Male Democrats","377","1984","73.3","61.5","57.2","NA"
"pid and gender","Male Democrats","428","1986","NA","66.7","NA","NA"
"pid and gender","Male Democrats","326","1988","72.3","64.8","60","NA"
"pid and gender","Male Democrats","428","1990","NA","68.4","NA","NA"
"pid and gender","Male Democrats","450","1992","70.6","64.5","61","58.4"
"pid and gender","Male Democrats","337","1994","72.2","63.3","63.5","NA"
"pid and gender","Male Democrats","308","1996","71.9","67.6","65.1","NA"
"pid and gender","Male Democrats","267","1998","68.2","66.1","NA","NA"
"pid and gender","Male Democrats","290","2000","71.1","69.5","64.8","64.9"
"pid and gender","Male Democrats","247","2002","65.4","66.7","63","62.4"
"pid and gender","Male Democrats","217","2004","72.7","74.5","67.2","69.3"
"pid and gender","Male Democrats","483","2008","71.3","69.1","64.7","64.3"
"pid and gender","Male Democrats","463","2012","71.2","69.8","69.2","66.9"
"pid and gender","Male Democrats","665","2016","69.2","71.9","72","70.5"
"pid and gender","Male Democrats","1369","2020","65.9","76.1","73.6","74"
"pid and gender","Male Democrats","960","2024","66","72.6","72.3","70.9"
"pid and gender","Female Democrats","512","1964","84.7","66.2","NA","NA"
"pid and gender","Female Democrats","385","1966","87","65.9","NA","NA"
"pid and gender","Female Democrats","473","1968","80.7","68.4","NA","NA"
"pid and gender","Female Democrats","455","1970","78.4","66.8","NA","NA"
"pid and gender","Female Democrats","629","1972","79.2","67.3","NA","NA"
"pid and gender","Female Democrats","464","1974","80.1","68.5","NA","NA"
"pid and gender","Female Democrats","565","1976","75.2","64.9","57.9","NA"
"pid and gender","Female Democrats","423","1980","79.7","68.9","60.3","NA"
"pid and gender","Female Democrats","427","1982","75.1","67.4","NA","NA"
"pid and gender","Female Democrats","516","1984","76","69.5","62.6","NA"
"pid and gender","Female Democrats","606","1986","NA","70.4","NA","NA"
"pid and gender","Female Democrats","499","1988","74.1","67.5","59.6","NA"
"pid and gender","Female Democrats","551","1990","NA","74.2","NA","NA"
"pid and gender","Female Democrats","638","1992","72.7","70.9","64.6","60.5"
"pid and gender","Female Democrats","480","1994","74.7","68.7","62.8","NA"
"pid and gender","Female Democrats","478","1996","73.3","70","65.8","NA"
"pid and gender","Female Democrats","361","1998","73.4","74.4","NA","NA"
"pid and gender","Female Democrats","437","2000","74.4","70.8","65.3","65.8"
"pid and gender","Female Democrats","348","2002","69.1","67.8","64.5","62.4"
"pid and gender","Female Democrats","281","2004","74.6","76.3","68.6","66.9"
"pid and gender","Female Democrats","724","2008","74.4","74.5","69.7","67.9"
"pid and gender","Female Democrats","687","2012","73.5","72.4","69.2","65.9"
"pid and gender","Female Democrats","952","2016","70.9","75.5","72.7","71.2"
"pid and gender","Female Democrats","2012","2020","67.3","79.3","77.1","74.1"
"pid and gender","Female Democrats","1391","2024","68.2","78.9","75.2","74.5"
"pid and gender","Male Independents","56","1964","81.2","50.9","NA","NA"
"pid and gender","Male Independents","69","1966","74.1","60.9","NA","NA"
"pid and gender","Male Independents","67","1968","78.2","57.8","NA","NA"
"pid and gender","Male Independents","78","1970","72.8","55.2","NA","NA"
"pid and gender","Male Independents","146","1972","74.3","59.5","NA","NA"
"pid and gender","Male Independents","102","1974","73.8","61.8","NA","NA"
"pid and gender","Male Independents","124","1976","67","55.2","52.2","NA"
"pid and gender","Male Independents","94","1980","72.1","55.7","52.8","NA"
"pid and gender","Male Independents","82","1982","64.6","58","NA","NA"
"pid and gender","Male Independents","98","1984","69.8","62","57.6","NA"
"pid and gender","Male Independents","120","1986","NA","60","NA","NA"
"pid and gender","Male Independents","81","1988","72.8","55.1","54.5","NA"
"pid and gender","Male Independents","88","1990","NA","60.3","NA","NA"
"pid and gender","Male Independents","137","1992","67.7","63.8","57.3","58"
"pid and gender","Male Independents","91","1994","65.4","56.2","56.5","NA"
"pid and gender","Male Independents","59","1996","68.7","64.4","62.8","NA"
"pid and gender","Male Independents","58","1998","64","63.8","NA","NA"
"pid and gender","Male Independents","73","2000","71.3","62.3","59.2","59.6"
"pid and gender","Male Independents","29","2002","56.8","56.3","52.1","56.6"
"pid and gender","Male Independents","51","2004","65","65.4","61.3","57"
"pid and gender","Male Independents","107","2008","65.3","61.4","55.7","57.3"
"pid and gender","Male Independents","91","2012","70.8","57.1","59.4","57.5"
"pid and gender","Male Independents","224","2016","65.6","62.9","61.8","63.3"
"pid and gender","Male Independents","397","2020","62.3","65","66.7","65.6"
"pid and gender","Male Independents","140","2024","61.5","60.3","61.7","61.7"
"pid and gender","Female Independents","61","1964","80.2","61.1","NA","NA"
"pid and gender","Female Independents","85","1966","85.5","63.2","NA","NA"
"pid and gender","Female Independents","91","1968","83.4","64.7","NA","NA"
"pid and gender","Female Independents","107","1970","74","60.8","NA","NA"
"pid and gender","Female Independents","150","1972","77.8","68.2","NA","NA"
"pid and gender","Female Independents","140","1974","80.6","67.7","NA","NA"
"pid and gender","Female Independents","153","1976","75.9","61.7","55.7","NA"
"pid and gender","Female Independents","104","1980","75.7","65.9","59.6","NA"
"pid and gender","Female Independents","81","1982","71.4","63.3","NA","NA"
"pid and gender","Female Independents","122","1984","73.7","66.1","61","NA"
"pid and gender","Female Independents","149","1986","NA","64.9","NA","NA"
"pid and gender","Female Independents","105","1988","71.5","58.8","56.8","NA"
"pid and gender","Female Independents","133","1990","NA","69.3","NA","NA"
"pid and gender","Female Independents","135","1992","70","67.3","61.7","60.3"
"pid and gender","Female Independents","93","1994","68.4","62.3","55.9","NA"
"pid and gender","Female Independents","71","1996","71.1","65","63.7","NA"
"pid and gender","Female Independents","83","1998","74.3","70.7","NA","NA"
"pid and gender","Female Independents","103","2000","69.9","60.8","62.8","60"
"pid and gender","Female Independents","44","2002","65.8","59","58.7","59.2"
"pid and gender","Female Independents","49","2004","71.6","67.1","62.1","61.1"
"pid and gender","Female Independents","125","2008","76.1","70.6","67.1","63.1"
"pid and gender","Female Independents","114","2012","75.8","65.1","65.3","62.9"
"pid and gender","Female Independents","231","2016","71.4","67.4","65.9","64.8"
"pid and gender","Female Independents","432","2020","65.3","69.7","70.4","65.9"
"pid and gender","Female Independents","165","2024","60.8","62.6","61.6","63.4"
"pid and gender","Male Republicans","207","1964","84.6","62.7","NA","NA"
"pid and gender","Male Republicans","183","1966","82.5","60.5","NA","NA"
"pid and gender","Male Republicans","237","1968","79.7","61.3","NA","NA"
"pid and gender","Male Republicans","206","1970","75.7","57.7","NA","NA"
"pid and gender","Male Republicans","337","1972","77.6","58.5","NA","NA"
"pid and gender","Male Republicans","220","1974","77.1","59.6","NA","NA"
"pid and gender","Male Republicans","276","1976","70.1","56","50.4","NA"
"pid and gender","Male Republicans","220","1980","73.6","57.9","53.6","NA"
"pid and gender","Male Republicans","206","1982","70.5","58.2","NA","NA"
"pid and gender","Male Republicans","361","1984","72.2","60","57.6","NA"
"pid and gender","Male Republicans","350","1986","NA","61.9","NA","NA"
"pid and gender","Male Republicans","341","1988","71.3","55.7","54.7","NA"
"pid and gender","Male Republicans","346","1990","NA","63.9","NA","NA"
"pid and gender","Male Republicans","441","1992","68.9","60.2","58.6","58.2"
"pid and gender","Male Republicans","384","1994","69.9","57.9","57.9","NA"
"pid and gender","Male Republicans","299","1996","68.6","61.2","59.6","NA"
"pid and gender","Male Republicans","227","1998","68.9","65.4","NA","NA"
"pid and gender","Male Republicans","282","2000","73.4","63.1","61.6","64.1"
"pid and gender","Male Republicans","273","2002","66.3","63.9","62.6","62.7"
"pid and gender","Male Republicans","228","2004","73.3","68.9","69","68.6"
"pid and gender","Male Republicans","296","2008","71.4","63.1","63.1","63.7"
"pid and gender","Male Republicans","258","2012","70","58.8","59.5","60.4"
"pid and gender","Male Republicans","770","2016","72.2","63.6","63.7","66.8"
"pid and gender","Male Republicans","1534","2020","73.1","66.7","68.3","67.6"
"pid and gender","Male Republicans","1120","2024","70.8","65.4","66.4","67.6"
"pid and gender","Female Republicans","256","1964","85.6","63.9","NA","NA"
"pid and gender","Female Republicans","219","1966","85.3","61.9","NA","NA"
"pid and gender","Female Republicans","261","1968","83.2","63.5","NA","NA"
"pid and gender","Female Republicans","267","1970","78.7","58.5","NA","NA"
"pid and gender","Female Republicans","418","1972","80.4","62.5","NA","NA"
"pid and gender","Female Republicans","267","1974","81.3","65.7","NA","NA"
"pid and gender","Female Republicans","364","1976","77.4","59.9","55.7","NA"
"pid and gender","Female Republicans","252","1980","80.7","61.4","57.3","NA"
"pid and gender","Female Republicans","213","1982","76.7","67.2","NA","NA"
"pid and gender","Female Republicans","412","1984","76.1","64","59.1","NA"
"pid and gender","Female Republicans","390","1986","NA","66.4","NA","NA"
"pid and gender","Female Republicans","374","1988","75.1","58.7","54","NA"
"pid and gender","Female Republicans","344","1990","NA","71","NA","NA"
"pid and gender","Female Republicans","404","1992","73.9","62.9","59.4","60.6"
"pid and gender","Female Republicans","352","1994","72.7","63.7","63.1","NA"
"pid and gender","Female Republicans","281","1996","71.6","63.6","64","NA"
"pid and gender","Female Republicans","220","1998","72.4","68.5","NA","NA"
"pid and gender","Female Republicans","296","2000","74.6","66.3","64","65.6"
"pid and gender","Female Republicans","312","2002","72.3","68.8","64.8","66.1"
"pid and gender","Female Republicans","213","2004","75.9","71.9","68.6","68.6"
"pid and gender","Female Republicans","303","2008","75.9","66.5","63.5","65.8"
"pid and gender","Female Republicans","271","2012","75.1","64.7","63.4","65.2"
"pid and gender","Female Republicans","686","2016","76","65.9","65.6","67.9"
"pid and gender","Female Republicans","1459","2020","73.6","68.4","69.1","67.5"
"pid and gender","Female Republicans","990","2024","70.7","67.3","66.7","66.1"
"pid and education","Non-college Democrats","845","1964","85.6","64.9","NA","NA"
"pid and education","Non-college Democrats","638","1966","86","64.3","NA","NA"
"pid and education","Non-college Democrats","746","1968","81.3","66.1","NA","NA"
"pid and education","Non-college Democrats","717","1970","78.8","63.1","NA","NA"
"pid and education","Non-college Democrats","935","1972","79.1","66.1","NA","NA"
"pid and education","Non-college Democrats","684","1974","80.6","67.3","NA","NA"
"pid and education","Non-college Democrats","811","1976","74.8","63.4","57","NA"
"pid and education","Non-college Democrats","598","1980","79.7","68.4","59.7","NA"
"pid and education","Non-college Democrats","604","1982","74.7","65","NA","NA"
"pid and education","Non-college Democrats","742","1984","74.9","64.8","58.6","NA"
"pid and education","Non-college Democrats","831","1986","NA","68.6","NA","NA"
"pid and education","Non-college Democrats","664","1988","74.2","65.9","59.1","NA"
"pid and education","Non-college Democrats","788","1990","NA","70.4","NA","NA"
"pid and education","Non-college Democrats","842","1992","73.3","68.3","62.5","58.5"
"pid and education","Non-college Democrats","642","1994","74.2","65.7","61.9","NA"
"pid and education","Non-college Democrats","593","1996","74","69.4","65.2","NA"
"pid and education","Non-college Democrats","465","1998","72.2","71.1","NA","NA"
"pid and education","Non-college Democrats","517","2000","73.2","69.8","64.2","64.1"
"pid and education","Non-college Democrats","410","2002","67.7","67.1","63.5","61.1"
"pid and education","Non-college Democrats","348","2004","74.7","75.6","66.6","66.3"
"pid and education","Non-college Democrats","957","2008","73","71.6","66.2","64.2"
"pid and education","Non-college Democrats","887","2012","72","71.2","68.2","64.4"
"pid and education","Non-college Democrats","918","2016","69.9","73","70.7","68.5"
"pid and education","Non-college Democrats","1560","2020","64.9","76.9","73.9","71"
"pid and education","Non-college Democrats","1040","2024","66.7","75.8","72.3","70.5"
"pid and education","College grad+ Democrats","77","1964","78","65.2","NA","NA"
"pid and education","College grad+ Democrats","51","1966","79.7","68.7","NA","NA"
"pid and education","College grad+ Democrats","80","1968","75.8","73","NA","NA"
"pid and education","College grad+ Democrats","77","1970","73.1","72.9","NA","NA"
"pid and education","College grad+ Democrats","128","1972","71","68.1","NA","NA"
"pid and education","College grad+ Democrats","91","1974","71.5","64.9","NA","NA"
"pid and education","College grad+ Democrats","115","1976","66","60.5","59.1","NA"
"pid and education","College grad+ Democrats","110","1980","71","65.6","60.8","NA"
"pid and education","College grad+ Democrats","119","1982","68.1","64.5","NA","NA"
"pid and education","College grad+ Democrats","148","1984","74.5","72.6","67.9","NA"
"pid and education","College grad+ Democrats","191","1986","NA","70.4","NA","NA"
"pid and education","College grad+ Democrats","145","1988","70.1","67.8","62.3","NA"
"pid and education","College grad+ Democrats","181","1990","NA","76.9","NA","NA"
"pid and education","College grad+ Democrats","225","1992","66.1","68","65.1","63.8"
